length	gc
ENSG00000076650	4469	0.474155292011636
ENSG00000076662	2788	0.544835007173601
ENSG00000076685	9137	0.475976797635986
ENSG00000076706	7422	0.606979250875775
ENSG00000076716	4959	0.513208308126638
ENSG00000076770	13009	0.405334768237374
ENSG00000076864	5743	0.600383075047884
ENSG00000076924	4653	0.593810444874275
ENSG00000076928	8624	0.598794063079777
ENSG00000076944	6071	0.605336847306869
ENSG00000076984	5145	0.623517978620019
ENSG00000077044	9784	0.551614881439084
ENSG00000077063	6969	0.425455589037165
ENSG00000077080	2376	0.499158249158249
ENSG00000077092	9445	0.423080995235574
ENSG00000077097	18645	0.363958165728077
ENSG00000077147	7494	0.436749399519616
ENSG00000077150	5583	0.61615618842916
ENSG00000077152	1930	0.438341968911917
ENSG00000077157	21118	0.466379391987878
ENSG00000077232	25053	0.363269867880094
ENSG00000077235	11562	0.480107247880989
ENSG00000077238	5884	0.583786539768865
ENSG00000077254	6918	0.383203237930038
ENSG00000077264	10446	0.417863296955773
ENSG00000077274	3532	0.409399773499434
ENSG00000077279	10203	0.40311673037342
ENSG00000077312	2353	0.567785805354866
ENSG00000077327	3876	0.444014447884417
ENSG00000077348	3712	0.522090517241379
ENSG00000077380	6433	0.381470542515156
ENSG00000077420	3843	0.472287275565964
ENSG00000077454	7117	0.58297035267669
ENSG00000077458	6031	0.38235781794064
ENSG00000077463	2749	0.575118224809021
ENSG00000077498	2593	0.428461241804859
ENSG00000077514	5501	0.437193237593165
ENSG00000077522	17931	0.426077742457197
ENSG00000077549	19094	0.5
ENSG00000077585	2307	0.461205028175119
ENSG00000077616	7168	0.342075892857143
ENSG00000077713	2839	0.47551954913702
ENSG00000077721	5998	0.434644881627209
ENSG00000077782	17201	0.497936166501948
ENSG00000077800	4746	0.500421407501054
ENSG00000077935	4253	0.442746296731719
ENSG00000077942	7285	0.5761153054221
ENSG00000077943	7320	0.420491803278689
ENSG00000077984	891	0.564534231200898
ENSG00000078018	11842	0.425097111974329
ENSG00000078043	17535	0.410322212717422
ENSG00000078053	5489	0.42503188194571
ENSG00000078061	3409	0.535347609269581
ENSG00000078070	4311	0.407562050568314
ENSG00000078081	3785	0.495904887714663
ENSG00000078098	6968	0.383036739380023
ENSG00000078114	17810	0.424705221785514
ENSG00000078124	23102	0.403428274608259
ENSG00000078140	5180	0.363127413127413
ENSG00000078142	15154	0.37673221591659
ENSG00000078177	9811	0.360615635511161
ENSG00000078246	3179	0.489776659326832
ENSG00000078269	12517	0.511304625709036
ENSG00000078295	17608	0.491310767832803
ENSG00000078304	14378	0.436013353734873
ENSG00000078319	537	0.534450651769087
ENSG00000078328	15744	0.465764735772358
ENSG00000078369	9030	0.521373200442968
ENSG00000078399	3033	0.545994065281899
ENSG00000078401	2035	0.450614250614251
ENSG00000078403	9130	0.428258488499452
ENSG00000078487	3318	0.481314044605184
ENSG00000078549	7008	0.54152397260274
ENSG00000078579	1840	0.496739130434783
ENSG00000078589	3576	0.383389261744966
ENSG00000078596	2051	0.428083861530961
ENSG00000078668	3181	0.413392015089594
ENSG00000078674	14447	0.387069979926628
ENSG00000078687	11634	0.517105036960633
ENSG00000078699	9457	0.507137570053928
ENSG00000078747	12406	0.407705948734483
ENSG00000078795	4653	0.395013969482055
ENSG00000078804	4179	0.562814070351759
ENSG00000078808	4686	0.619504908237303
ENSG00000078814	8247	0.607129865405602
ENSG00000078900	6767	0.614748041968376
ENSG00000078902	5983	0.597693464816981
ENSG00000078967	4715	0.481230116648993
ENSG00000079101	3846	0.426677067082683
ENSG00000079102	13535	0.39785740672331
ENSG00000079112	3878	0.416709644146467
ENSG00000079134	8099	0.393134954932708
ENSG00000079150	6710	0.385991058122206
ENSG00000079156	11488	0.404944289693593
ENSG00000079215	21227	0.415979648560795
ENSG00000079246	5463	0.42998352553542
ENSG00000079257	1459	0.403701165181631
ENSG00000079263	5582	0.460766750268721
ENSG00000079277	8071	0.470201957626069
ENSG00000079308	16368	0.531952590420332
ENSG00000079313	5579	0.604409392364223
ENSG00000079332	6914	0.419438819785942
ENSG00000079335	6510	0.414592933947773
ENSG00000079337	12106	0.518833636213448
ENSG00000079385	5527	0.49212954586575
ENSG00000079387	6114	0.413313706247955
ENSG00000079393	2339	0.579734929457033
ENSG00000079432	11031	0.660411567400961
ENSG00000079435	5161	0.558612671962798
ENSG00000079459	5197	0.499326534539157
ENSG00000079462	1419	0.512332628611698
ENSG00000079482	20704	0.370556414219474
ENSG00000079557	2182	0.383134738771769
ENSG00000079616	7169	0.535081601339099
ENSG00000079689	1482	0.486504723346829
ENSG00000079739	4077	0.504537650233014
ENSG00000079785	10125	0.381827160493827
ENSG00000079805	17565	0.570452604611443
ENSG00000079819	10320	0.409593023255814
ENSG00000079841	12948	0.433194315724436
ENSG00000079931	5223	0.437488033697109
ENSG00000079950	16387	0.398181485323732
ENSG00000079974	6297	0.504208353184056
ENSG00000079999	3573	0.568150013993843
ENSG00000080007	2724	0.410058737151248
ENSG00000080031	4345	0.528653624856157
ENSG00000080166	7540	0.410344827586207
ENSG00000080189	7708	0.526336274001038
ENSG00000080224	18310	0.359475696340797
ENSG00000080293	3415	0.497803806734993
ENSG00000080298	11169	0.359118990061778
ENSG00000080345	18166	0.377848728393703
ENSG00000080371	16048	0.369080259222333
ENSG00000080493	9331	0.407459007609045
ENSG00000080503	19075	0.450170380078637
ENSG00000080511	2001	0.55872063968016
ENSG00000080546	7276	0.385514018691589
ENSG00000080561	7554	0.424278527932221
ENSG00000080573	6783	0.545923632610939
ENSG00000080603	13863	0.564524273245329
ENSG00000080618	6699	0.436632333184057
ENSG00000080644	4761	0.452846040747742
ENSG00000080709	6108	0.473477406679764
ENSG00000080802	6999	0.413344763537648
ENSG00000080815	25147	0.432854813695471
ENSG00000080819	3157	0.443458980044346
ENSG00000080822	5210	0.398272552783109
ENSG00000080824	5097	0.504610555228566
ENSG00000080839	5956	0.47431161853593
ENSG00000080845	8785	0.599317017643711
ENSG00000080854	17862	0.582521554137275
ENSG00000080910	4214	0.366635026103465
ENSG00000080947	2039	0.517410495340853
ENSG00000080986	3554	0.394485087225661
ENSG00000081014	7354	0.384416644003264
ENSG00000081019	6819	0.398885467077284
ENSG00000081026	8414	0.436534347516045
ENSG00000081041	1398	0.478540772532189
ENSG00000081051	3201	0.386441736957201
ENSG00000081052	11820	0.423434856175973
ENSG00000081059	10093	0.563360745070841
ENSG00000081087	13527	0.436903969838102
ENSG00000081138	14528	0.370388215859031
ENSG00000081148	8352	0.348060344827586
ENSG00000081154	3045	0.354351395730706
ENSG00000081177	6276	0.453632887189293
ENSG00000081181	2284	0.449211908931699
ENSG00000081189	11755	0.351339855380689
ENSG00000081237	15436	0.354431199792692
ENSG00000081248	7266	0.517891549683457
ENSG00000081277	6211	0.552246015134439
ENSG00000081307	8072	0.384291377601586
ENSG00000081320	6566	0.405574169966494
ENSG00000081377	10475	0.461575178997613
ENSG00000081386	7233	0.424305267523849
ENSG00000081479	16109	0.402321683530945
ENSG00000081665	9537	0.431372549019608
ENSG00000081692	4315	0.61460023174971
ENSG00000081721	1762	0.456867196367764
ENSG00000081760	16039	0.520730718872748
ENSG00000081800	4401	0.380368098159509
ENSG00000081803	6353	0.402329608059185
ENSG00000081818	3806	0.45691014188124
ENSG00000081842	6136	0.455182529335072
ENSG00000081853	6720	0.49360119047619
ENSG00000081870	3006	0.42315369261477
ENSG00000081913	9051	0.509998895149707
ENSG00000081923	7028	0.46172453044963
ENSG00000081985	7496	0.468649946638207
ENSG00000082014	4919	0.600121976011384
ENSG00000082068	6966	0.409130060292851
ENSG00000082126	4924	0.411657189277011
ENSG00000082146	3177	0.409191060749134
ENSG00000082153	8085	0.401236858379716
ENSG00000082175	14692	0.412945820854887
ENSG00000082196	4547	0.38530899494172
ENSG00000082212	15897	0.375668365100333
ENSG00000082213	4146	0.38543174143753
ENSG00000082258	9081	0.383327827331792
ENSG00000082269	10476	0.369415807560137
ENSG00000082293	11018	0.413323652205482
ENSG00000082397	12203	0.455297877571089
ENSG00000082438	17176	0.355204937121565
ENSG00000082458	7883	0.536851452492706
ENSG00000082482	4294	0.459245458779693
ENSG00000082497	5470	0.401828153564899
ENSG00000082512	9022	0.427621369984482
ENSG00000082515	5264	0.378989361702128
ENSG00000082516	5644	0.438518781006378
ENSG00000082556	5670	0.455731922398589
ENSG00000082641	5883	0.568417474077851
ENSG00000082684	8517	0.540213690266526
ENSG00000082701	17871	0.372838677186503
ENSG00000082781	6515	0.446815042210284
ENSG00000082805	15826	0.466510805004423
ENSG00000082898	23843	0.431740972193096
ENSG00000082996	3573	0.420095158130423
ENSG00000083067	22241	0.370037318465896
ENSG00000083093	7429	0.449320231525104
ENSG00000083099	8675	0.414755043227666
ENSG00000083123	4071	0.395725865880619
ENSG00000083290	9868	0.444872314552088
ENSG00000083307	6053	0.48603998017512
ENSG00000083312	13099	0.376669974807237
ENSG00000083444	5320	0.568796992481203
ENSG00000083454	4031	0.614735797568841
ENSG00000083457	6602	0.531202665858831
ENSG00000083520	10835	0.371942778034149
ENSG00000083535	4179	0.347451543431443
ENSG00000083544	7823	0.387958583663556
ENSG00000083635	3480	0.424137931034483
ENSG00000083642	13187	0.34185182376583
ENSG00000083720	4100	0.45609756097561
ENSG00000083750	2715	0.424677716390424
ENSG00000083782	1802	0.300776914539401
ENSG00000083799	12952	0.387198888202594
ENSG00000083807	8025	0.550155763239875
ENSG00000083812	5653	0.588006368300018
ENSG00000083814	3532	0.5079275198188
ENSG00000083817	2545	0.50098231827112
ENSG00000083828	5480	0.467883211678832
ENSG00000083838	4768	0.597525167785235
ENSG00000083844	12532	0.424034471752314
ENSG00000083845	3617	0.54077965164501
ENSG00000083857	16158	0.437492263894046
ENSG00000083896	7033	0.390729418455851
ENSG00000083937	8243	0.333616401795463
ENSG00000084070	3601	0.509858372674257
ENSG00000084072	11124	0.470963682128731
ENSG00000084073	4022	0.404525111884635
ENSG00000084090	4416	0.447916666666667
ENSG00000084093	9408	0.418579931972789
ENSG00000084110	5146	0.44889234356782
ENSG00000084112	14538	0.499174576970697
ENSG00000084207	1764	0.626984126984127
ENSG00000084234	7463	0.477555942650409
ENSG00000084453	11524	0.344671988892746
ENSG00000084463	5258	0.371434005325219
ENSG00000084623	9526	0.501994541255511
ENSG00000084628	3320	0.581626506024096
ENSG00000084636	9253	0.563600994272128
ENSG00000084652	5114	0.538717246773563
ENSG00000084674	14828	0.448003776638791
ENSG00000084676	8982	0.449677132041861
ENSG00000084693	5283	0.546469808820746
ENSG00000084710	10643	0.53471765479658
ENSG00000084731	6401	0.563661927823778
ENSG00000084733	3654	0.409688013136289
ENSG00000084734	3149	0.513178786916481
ENSG00000084754	4331	0.454860309397368
ENSG00000084764	3628	0.547684674751929
ENSG00000084774	8443	0.570413360180031
ENSG00000085063	10557	0.445391683243346
ENSG00000085117	4039	0.58479821738054
ENSG00000085185	7984	0.56813627254509
ENSG00000085224	22740	0.371372031662269
ENSG00000085265	7588	0.553505535055351
ENSG00000085274	5165	0.350629235237173
ENSG00000085276	9260	0.440820734341253
ENSG00000085365	6746	0.362436999703528
ENSG00000085377	8917	0.425479421330044
ENSG00000085382	9237	0.396557323806431
ENSG00000085415	10481	0.43688579334033
ENSG00000085433	4417	0.453928005433552
ENSG00000085449	5485	0.407292616226071
ENSG00000085465	2520	0.476587301587302
ENSG00000085491	6726	0.420011894142135
ENSG00000085511	7522	0.451076841265621
ENSG00000085514	1990	0.539698492462312
ENSG00000085552	6637	0.524935965044448
ENSG00000085563	6422	0.348800996574276
ENSG00000085644	6442	0.601210804098106
ENSG00000085662	3654	0.496989600437876
ENSG00000085719	6737	0.39038147543417
ENSG00000085721	4139	0.43633727953612
ENSG00000085733	6949	0.526550582817672
ENSG00000085741	2371	0.607338675664277
ENSG00000085760	3374	0.398340248962656
ENSG00000085788	10548	0.412779673871824
ENSG00000085831	9491	0.529975766515646
ENSG00000085832	8329	0.420218513627086
ENSG00000085840	3121	0.443768023069529
ENSG00000085871	3172	0.478877679697352
ENSG00000085872	6015	0.551953449709061
ENSG00000085978	6047	0.472961799239292
ENSG00000085982	9349	0.375548186971869
ENSG00000085998	9028	0.453810367744794
ENSG00000085999	4078	0.536047081902894
ENSG00000086015	8062	0.559414537335649
ENSG00000086061	2668	0.412668665667166
ENSG00000086062	4896	0.501225490196078
ENSG00000086065	2391	0.397323295692179
ENSG00000086102	7146	0.468653792331374
ENSG00000086159	5129	0.577695457204133
ENSG00000086200	7540	0.388726790450928
ENSG00000086205	5335	0.417619493908154
ENSG00000086232	5492	0.460123816460306
ENSG00000086289	2647	0.492255383452966
ENSG00000086300	9556	0.428212641272499
ENSG00000086475	3884	0.548661174047374
ENSG00000086504	3053	0.610219456272519
ENSG00000086506	528	0.685606060606061
ENSG00000086544	3376	0.608412322274882
ENSG00000086548	2956	0.464140730717185
ENSG00000086570	14712	0.475394235997825
ENSG00000086589	3587	0.446055199330917
ENSG00000086598	3833	0.409600834855205
ENSG00000086666	5153	0.384630312439356
ENSG00000086696	9529	0.430265505299612
ENSG00000086712	4455	0.416161616161616
ENSG00000086717	4372	0.44647758462946
ENSG00000086730	4545	0.549394939493949
ENSG00000086758	17780	0.400956130483689
ENSG00000086827	2916	0.458847736625514
ENSG00000086848	8070	0.414250309789343
ENSG00000086967	3719	0.576767948373219
ENSG00000086991	6099	0.333169372028201
ENSG00000087008	3846	0.478939157566303
ENSG00000087053	13952	0.373136467889908
ENSG00000087074	3433	0.569764054762598
ENSG00000087076	1112	0.553956834532374
ENSG00000087077	2553	0.606737171954563
ENSG00000087085	4074	0.653411880216004
ENSG00000087086	871	0.560275545350172
ENSG00000087087	4858	0.571634417455743
ENSG00000087088	2587	0.607267104754542
ENSG00000087095	4769	0.397148249108828
ENSG00000087111	8049	0.479438439557709
ENSG00000087116	8965	0.540881204684886
ENSG00000087128	2124	0.387947269303202
ENSG00000087152	5333	0.606975435964748
ENSG00000087157	5058	0.553973902728351
ENSG00000087191	4279	0.502220144893667
ENSG00000087206	4767	0.413257814138871
ENSG00000087237	3391	0.543497493364789
ENSG00000087245	4706	0.552273693157671
ENSG00000087250	1679	0.586658725431805
ENSG00000087253	7361	0.352261920934656
ENSG00000087258	14555	0.536035726554449
ENSG00000087263	5779	0.416161965738017
ENSG00000087266	13918	0.560281649662308
ENSG00000087269	3559	0.504074178139927
ENSG00000087274	13240	0.491465256797583
ENSG00000087299	6560	0.432317073170732
ENSG00000087301	4733	0.407141347982252
ENSG00000087303	6217	0.456490268618305
ENSG00000087338	4892	0.378986099754702
ENSG00000087365	9795	0.505359877488515
ENSG00000087460	22221	0.50465775617659
ENSG00000087470	8061	0.393623619898276
ENSG00000087494	3405	0.35359765051395
ENSG00000087495	6103	0.475339996722923
ENSG00000087502	5826	0.374527978029523
ENSG00000087510	3001	0.516161279573476
ENSG00000087586	2928	0.461748633879781
ENSG00000087589	5070	0.472386587771203
ENSG00000087842	2512	0.437898089171974
ENSG00000087903	9094	0.515944578843193
ENSG00000087995	6398	0.450922163175993
ENSG00000088002	2725	0.601467889908257
ENSG00000088035	5487	0.377255330781848
ENSG00000088038	6821	0.572643307432928
ENSG00000088053	2703	0.481687014428413
ENSG00000088179	13276	0.361253389575173
ENSG00000088205	7808	0.403560450819672
ENSG00000088247	5162	0.563734986439365
ENSG00000088256	6285	0.628957836117741
ENSG00000088280	4988	0.540296712109062
ENSG00000088298	1884	0.498938428874735
ENSG00000088305	6876	0.536649214659686
ENSG00000088320	1660	0.602409638554217
ENSG00000088325	3605	0.467961165048544
ENSG00000088340	10228	0.534610872115761
ENSG00000088356	1957	0.515074092999489
ENSG00000088367	9676	0.551364200082679
ENSG00000088386	4210	0.491923990498812
ENSG00000088387	15065	0.427680053103219
ENSG00000088448	4563	0.446855139162831
ENSG00000088451	2571	0.387397899649942
ENSG00000088538	9069	0.513838350424523
ENSG00000088543	3244	0.54747225647349
ENSG00000088682	4319	0.49293818013429
ENSG00000088726	3297	0.528055808310585
ENSG00000088727	5878	0.515821708063967
ENSG00000088756	11912	0.40270315648086
ENSG00000088766	5367	0.399664617104528
ENSG00000088782	530	0.40188679245283
ENSG00000088808	9573	0.450433510916118
ENSG00000088812	8771	0.47588644396306
ENSG00000088826	2946	0.589613034623218
ENSG00000088827	8126	0.537903027319715
ENSG00000088832	5973	0.494558848150008
ENSG00000088833	5757	0.455792947715824
ENSG00000088836	4319	0.612410280157444
ENSG00000088854	8584	0.447693383038211
ENSG00000088876	4643	0.419556321343959
ENSG00000088881	4060	0.672413793103448
ENSG00000088882	2376	0.615319865319865
ENSG00000088888	11771	0.521366069153003
ENSG00000088926	3995	0.402252816020025
ENSG00000088930	3408	0.427523474178404
ENSG00000088986	2931	0.533947458205391
ENSG00000088992	1926	0.536344755970924
ENSG00000089006	7953	0.451653464101597
ENSG00000089009	4442	0.4979738856371
ENSG00000089012	2242	0.440677966101695
ENSG00000089022	13740	0.44745269286754
ENSG00000089041	5546	0.477641543454742
ENSG00000089048	3249	0.40597106802093
ENSG00000089050	3843	0.43559718969555
ENSG00000089053	12259	0.479158169508117
ENSG00000089057	7526	0.452032952431571
ENSG00000089094	13632	0.483568075117371
ENSG00000089116	3063	0.579497224942866
ENSG00000089123	2897	0.425267518122195
ENSG00000089127	13021	0.426311343214807
ENSG00000089157	3988	0.502758274824473
ENSG00000089159	7460	0.52573726541555
ENSG00000089163	1222	0.51063829787234
ENSG00000089169	10276	0.498053717399766
ENSG00000089177	7735	0.407498383968972
ENSG00000089195	3783	0.441712926249009
ENSG00000089199	4447	0.475376658421408
ENSG00000089220	1514	0.519815059445178
ENSG00000089225	4443	0.481431465226199
ENSG00000089234	4656	0.471864261168385
ENSG00000089248	3049	0.487044932764841
ENSG00000089250	13113	0.473804621368108
ENSG00000089280	6989	0.461582486764916
ENSG00000089289	1864	0.497854077253219
ENSG00000089327	2991	0.557338682714811
ENSG00000089335	5032	0.402821939586645
ENSG00000089351	5906	0.598035895699289
ENSG00000089356	3390	0.533333333333333
ENSG00000089472	9888	0.433859223300971
ENSG00000089505	1465	0.543344709897611
ENSG00000089558	3788	0.539334741288279
ENSG00000089597	5030	0.510536779324056
ENSG00000089639	3730	0.596782841823056
ENSG00000089682	9177	0.376920562275253
ENSG00000089685	3815	0.506422018348624
ENSG00000089692	3056	0.615183246073298
ENSG00000089693	3367	0.534006534006534
ENSG00000089723	4241	0.516151850978543
ENSG00000089737	8597	0.431429568454112
ENSG00000089775	12222	0.391016200294551
ENSG00000089818	8785	0.429140580535003
ENSG00000089820	5580	0.617741935483871
ENSG00000089847	4522	0.656346749226006
ENSG00000089876	3925	0.454777070063694
ENSG00000089902	6199	0.446039683819971
ENSG00000090006	8110	0.638717632552404
ENSG00000090013	1613	0.497210167389957
ENSG00000090020	6195	0.483131557707829
ENSG00000090054	10589	0.401265464160922
ENSG00000090060	13609	0.372180174884268
ENSG00000090061	8220	0.481143552311436
ENSG00000090097	3738	0.576243980738363
ENSG00000090104	4074	0.340451644575356
ENSG00000090238	3181	0.542911034265954
ENSG00000090263	5245	0.418493803622498
ENSG00000090266	4447	0.449066786597706
ENSG00000090273	2848	0.549859550561798
ENSG00000090316	9821	0.588127481926484
ENSG00000090339	3448	0.553944315545244
ENSG00000090372	7637	0.581118240146654
ENSG00000090376	9688	0.397708505367465
ENSG00000090382	1724	0.39907192575406
ENSG00000090402	6139	0.308519302818049
ENSG00000090432	2428	0.490939044481054
ENSG00000090447	7867	0.576839964408288
ENSG00000090470	3235	0.519629057187017
ENSG00000090487	3983	0.483806176249059
ENSG00000090512	2024	0.50296442687747
ENSG00000090520	9385	0.397442727757059
ENSG00000090534	2705	0.585212569316081
ENSG00000090539	6639	0.62554601596626
ENSG00000090554	2846	0.585031623330991
ENSG00000090565	6287	0.619373310004772
ENSG00000090581	5718	0.55613850996852
ENSG00000090612	14096	0.419409761634506
ENSG00000090615	14822	0.526582107677776
ENSG00000090621	10274	0.470313412497567
ENSG00000090659	4414	0.54485727231536
ENSG00000090674	3958	0.598534613441132
ENSG00000090686	9497	0.429925239549331
ENSG00000090776	3303	0.603693611867999
ENSG00000090857	9679	0.494782518855254
ENSG00000090861	10248	0.50068306010929
ENSG00000090863	14111	0.440436538870385
ENSG00000090889	4573	0.465777389022524
ENSG00000090905	12968	0.44748611967921
ENSG00000090924	9116	0.569767441860465
ENSG00000090932	2618	0.63903743315508
ENSG00000090971	1979	0.657908034360788
ENSG00000090975	9499	0.523528792504474
ENSG00000090989	5367	0.375256195267375
ENSG00000091009	6664	0.392406962785114
ENSG00000091010	2575	0.550291262135922
ENSG00000091039	9198	0.403022396173081
ENSG00000091073	5042	0.598175327251091
ENSG00000091106	3788	0.417898627243928
ENSG00000091127	4433	0.418452515226709
ENSG00000091128	7021	0.421165076199972
ENSG00000091129	7975	0.44012539184953
ENSG00000091136	18592	0.445083907056799
ENSG00000091137	5607	0.421437488853219
ENSG00000091138	3382	0.389710230632762
ENSG00000091140	5102	0.374362994903959
ENSG00000091157	8899	0.433868974042027
ENSG00000091164	11297	0.427635655483757
ENSG00000091181	6602	0.410936079975765
ENSG00000091262	6908	0.496670526925304
ENSG00000091317	3857	0.43609022556391
ENSG00000091409	6679	0.424614463243
ENSG00000091428	7125	0.431578947368421
ENSG00000091482	1324	0.397280966767372
ENSG00000091483	9350	0.368770053475936
ENSG00000091490	7483	0.484297741547508
ENSG00000091513	26038	0.425877563560949
ENSG00000091527	4411	0.461573339378826
ENSG00000091536	19944	0.595316887284396
ENSG00000091542	3601	0.575395723410164
ENSG00000091583	1332	0.418168168168168
ENSG00000091592	20157	0.463809098576177
ENSG00000091622	10671	0.535938524974229
ENSG00000091640	2776	0.543948126801153
ENSG00000091651	4309	0.434671617544674
ENSG00000091656	15851	0.445397766702416
ENSG00000091664	4615	0.380281690140845
ENSG00000091704	2837	0.573140641522735
ENSG00000091732	3010	0.453156146179402
ENSG00000091831	13726	0.444339210257905
ENSG00000091844	7932	0.430786686838124
ENSG00000091879	6794	0.398881365911098
ENSG00000091947	3029	0.489600528227138
ENSG00000091972	2991	0.450016716817118
ENSG00000091986	13068	0.424395469850015
ENSG00000092009	937	0.527214514407684
ENSG00000092010	1776	0.551238738738739
ENSG00000092020	3863	0.424022780222625
ENSG00000092036	2539	0.458448207955888
ENSG00000092051	5294	0.5840574234983
ENSG00000092054	6027	0.518500082960013
ENSG00000092067	1764	0.572562358276644
ENSG00000092068	5991	0.468869971624103
ENSG00000092094	5031	0.450805008944544
ENSG00000092096	4270	0.581733021077283
ENSG00000092098	6713	0.56249068970654
ENSG00000092108	29169	0.35225753368302
ENSG00000092140	9319	0.357227170297242
ENSG00000092148	21483	0.402737047898338
ENSG00000092199	7293	0.376251199780612
ENSG00000092200	5547	0.46349378042185
ENSG00000092201	6900	0.413188405797101
ENSG00000092203	7091	0.44563531236779
ENSG00000092295	3735	0.530388219544846
ENSG00000092330	4378	0.511877569666514
ENSG00000092345	3555	0.393530239099859
ENSG00000092377	2625	0.508190476190476
ENSG00000092421	10906	0.447735191637631
ENSG00000092439	12380	0.41421647819063
ENSG00000092445	10770	0.529062209842154
ENSG00000092470	4054	0.406265416872225
ENSG00000092529	12774	0.513543134491937
ENSG00000092531	5852	0.407894736842105
ENSG00000092607	4344	0.504834254143646
ENSG00000092621	9187	0.517905736366605
ENSG00000092758	4841	0.633753356744474
ENSG00000092820	3286	0.576688983566646
ENSG00000092841	4424	0.517631103074141
ENSG00000092850	1959	0.595201633486473
ENSG00000092853	9591	0.456261078094046
ENSG00000092871	8367	0.456555515716505
ENSG00000092929	7802	0.599974365547296
ENSG00000092931	6347	0.503702536631479
ENSG00000092964	7296	0.511101973684211
ENSG00000092969	6050	0.423305785123967
ENSG00000092978	8841	0.371451193303925
ENSG00000093000	8236	0.441962117532783
ENSG00000093009	2978	0.537273337810611
ENSG00000093010	7376	0.589343817787419
ENSG00000093134	6019	0.363681674696793
ENSG00000093144	5676	0.37984496124031
ENSG00000093167	10674	0.398913247142589
ENSG00000093183	8159	0.459124892756465
ENSG00000093217	6327	0.46404299035878
ENSG00000094631	14472	0.535724156992814
ENSG00000094661	6057	0.48126135050355
ENSG00000094755	4621	0.454014282622809
ENSG00000094796	1615	0.530650154798762
ENSG00000094804	5311	0.434946337789494
ENSG00000094841	3689	0.42314990512334
ENSG00000094880	4616	0.420277296360485
ENSG00000094914	4727	0.484662576687117
ENSG00000094916	15038	0.41747572815534
ENSG00000094963	6201	0.372681825512014
ENSG00000095002	13674	0.450928769928331
ENSG00000095015	7741	0.418808939413512
ENSG00000095059	2984	0.55328418230563
ENSG00000095066	5950	0.532100840336134
ENSG00000095139	4177	0.434522384486474
ENSG00000095203	7975	0.530156739811912
ENSG00000095209	4531	0.361951004193335
ENSG00000095261	4399	0.455558081382132
ENSG00000095303	5784	0.51417704011065
ENSG00000095319	8041	0.518094764332794
ENSG00000095321	7565	0.593787177792465
ENSG00000095370	4628	0.546240276577355
ENSG00000095380	4931	0.490569864124924
ENSG00000095383	3597	0.506533222129552
ENSG00000095464	3361	0.429931567985719
ENSG00000095485	3985	0.450941028858218
ENSG00000095539	5298	0.576632691581729
ENSG00000095564	8679	0.393017628759074
ENSG00000095574	4928	0.405032467532468
ENSG00000095585	10554	0.42400985408376
ENSG00000095587	8157	0.510236606595562
ENSG00000095596	2964	0.516869095816464
ENSG00000095627	8686	0.403407782638729
ENSG00000095637	10951	0.465071682951329
ENSG00000095713	3553	0.52518998029834
ENSG00000095739	2139	0.482000935016363
ENSG00000095752	2678	0.662434652725915
ENSG00000095777	8437	0.404290624629608
ENSG00000095787	12903	0.40672711772456
ENSG00000095794	5699	0.422354799087559
ENSG00000095906	4947	0.624823125126339
ENSG00000095917	1583	0.65255843335439
ENSG00000095951	11005	0.453066787823716
ENSG00000095970	1095	0.525114155251142
ENSG00000095981	1974	0.556231003039514
ENSG00000096006	2255	0.334811529933481
ENSG00000096060	10628	0.51881821603312
ENSG00000096063	6692	0.4581589958159
ENSG00000096070	6613	0.542114017843641
ENSG00000096080	1385	0.501083032490975
ENSG00000096088	2025	0.52641975308642
ENSG00000096092	988	0.387651821862348
ENSG00000096093	22744	0.419451283855083
ENSG00000096264	1268	0.562302839116719
ENSG00000096384	2980	0.490604026845638
ENSG00000096395	558	0.46594982078853
ENSG00000096401	6241	0.384073065213908
ENSG00000096433	9870	0.590780141843972
ENSG00000096654	3366	0.4058229352347
ENSG00000096696	13340	0.456671664167916
ENSG00000096717	4564	0.418273444347064
ENSG00000096746	5375	0.394232558139535
ENSG00000096872	7277	0.377353304933352
ENSG00000096968	7908	0.381765300961052
ENSG00000096996	4291	0.52994639944069
ENSG00000097007	6991	0.583607495351166
ENSG00000097021	3500	0.561714285714286
ENSG00000097033	6881	0.391222206074698
ENSG00000097046	3599	0.411225340372326
ENSG00000097096	7113	0.429073527344299
ENSG00000099139	13341	0.461584588861405
ENSG00000099194	5245	0.465014299332698
ENSG00000099203	1884	0.599256900212314
ENSG00000099204	10209	0.425311000097953
ENSG00000099219	15257	0.402438225077014
ENSG00000099246	14362	0.34960311934271
ENSG00000099250	11522	0.446797431001562
ENSG00000099251	1033	0.463697967086157
ENSG00000099256	2324	0.505163511187608
ENSG00000099260	8074	0.402402774337379
ENSG00000099282	2651	0.580158430780837
ENSG00000099284	14988	0.490992794235388
ENSG00000099308	7249	0.618568078355635
ENSG00000099326	6654	0.551547941088067
ENSG00000099330	1858	0.609795479009688
ENSG00000099331	9952	0.5929461414791
ENSG00000099337	6168	0.536964980544747
ENSG00000099338	9190	0.564091403699674
ENSG00000099341	4313	0.550428935775562
ENSG00000099364	4865	0.671325796505653
ENSG00000099365	5206	0.567806377257011
ENSG00000099377	2490	0.617670682730924
ENSG00000099381	6526	0.633312902237205
